N1_후보풀_전량랭킹_방법검증_최종아님
rank,word,reading,편중도,상위장르,일반빈도zipf,tanos_tag,note
1175,無邪気,むじゃき,0.121,문학,3.52,N1,문학9회/4문서(z+0.12); 일반빈도낮음→장르부상
1176,究極,きゅうきょく,0.117,학술,4.28,N1,학술27회/13문서(z+0.12) 논설·행정47회/16문서(z-0.27)
1177,怒鳴る,どなる,0.115,논설·행정,2.84,N1,논설·행정3회/3문서(z+0.11); 일반빈도낮음→장르부상
1178,滞納,たいのう,0.113,논설·행정,3.26,N1,논설·행정48회/12문서(z+0.11) 법률7회/4문서(z-0.67); 일반빈도낮음→장르부상
1179,不振,ふしん,0.111,행정백서,3.4,N1,행정백서3회/2문서(z+0.11) 논설·행정9회/6문서(z-0.06); 일반빈도낮음→장르부상
1180,産休,さんきゅう,0.11,논설·행정,3.28,N1,논설·행정22회/8문서(z+0.11); 일반빈도낮음→장르부상
1181,入手,にゅうしゅ,0.108,논설·행정,4.52,N1,논설·행정142회/21문서(z+0.11) 학술16회/11문서(z-0.67)
1182,膳,ぜん,0.107,문학,3.4,N1,문학15회/4문서(z+0.11); 일반빈도낮음→장르부상
1183,過ち,あやまち,0.107,논설·행정,3.69,N1,논설·행정21회/9문서(z+0.11); 일반빈도낮음→장르부상
1184,化ける,ばける,0.105,논설·행정,3.07,N1,논설·행정5회/4문서(z+0.11); 일반빈도낮음→장르부상
1185,目眩,めまい,0.101,문학,2.92,N1,문학8회/2문서(z+0.10) 논설·행정3회/3문서(z-0.88); 일반빈도낮음→장르부상
1186,追跡,ついせき,0.1,학술,4.09,N1,학술17회/8문서(z+0.10) 논설·행정34회/10문서(z-0.19)
1187,区画,くかく,0.097,논설·행정,3.81,N1,논설·행정60회/14문서(z+0.10); 일반빈도낮음→장르부상
1188,山岳,さんがく,0.091,논설·행정,3.56,N1,논설·행정17회/7문서(z+0.09); 일반빈도낮음→장르부상
1189,脱退,だったい,0.089,논설·행정,3.76,N1,논설·행정24회/11문서(z+0.09) 법률9회/5문서(z-0.06); 일반빈도낮음→장르부상
1190,持て成す,もてなす,0.084,논설·행정,1.11,N1,논설·행정3회/3문서(z+0.08); 일반빈도낮음→장르부상
1191,病む,やむ,0.083,논설·행정,3.16,N1,논설·행정6회/3문서(z+0.08); 일반빈도낮음→장르부상
1192,襟,えり,0.08,논설·행정,3.59,N1,논설·행정26회/11문서(z+0.08) 문학6회/4문서(z-0.66); 일반빈도낮음→장르부상
1193,非難,ひなん,0.08,논설·행정,4.32,N1,논설·행정86회/19문서(z+0.08) 학술19회/9문서(z-0.21)
1194,上位,じょうい,0.079,행정백서,4.55,N1,행정백서38회/14문서(z+0.08) 논설·행정96회/18문서(z-0.20) 학술13회/8문서(z-0.88)
1195,悲観,ひかん,0.079,논설·행정,3.43,N1,논설·행정16회/10문서(z+0.08); 일반빈도낮음→장르부상
1196,掌,てのひら,0.079,문학,3.59,N1,문학10회/5문서(z+0.08) 논설·행정4회/4문서(z-0.86); 일반빈도낮음→장르부상
1197,義理,ぎり,0.079,문학,3.82,N1,문학17회/3문서(z+0.08) 논설·행정5회/4문서(z-1.07); 일반빈도낮음→장르부상
1198,信任,しんにん,0.078,논설·행정,3.15,N1,논설·행정96회/9문서(z+0.08) 학술9회/3문서(z-0.84); 일반빈도낮음→장르부상
1199,泊,とまり,0.078,논설·행정,4.07,N1,논설·행정48회/15문서(z+0.08)
1200,分母,ぶんぼ,0.077,논설·행정,2.78,N1,논설·행정37회/11문서(z+0.08) 행정백서9회/4문서(z+0.03); 일반빈도낮음→장르부상
1201,麻酔,ますい,0.075,논설·행정,3.92,N1,논설·행정34회/6문서(z+0.07); 일반빈도낮음→장르부상
1202,庁,ちょう,0.074,논설·행정,4.08,N1,논설·행정49회/18문서(z+0.07)
1203,目論見,もくろみ,0.071,논설·행정,3.09,N1,논설·행정5회/3문서(z+0.07); 일반빈도낮음→장르부상
1204,大胆,だいたん,0.069,논설·행정,4.04,N1,논설·행정231회/24문서(z+0.07) 행정백서7회/7문서(z-1.57) 문학4회/2문서(z-2.60)
1205,愛想,あいそ,0.069,문학,3.55,N1,문학9회/4문서(z+0.07); 일반빈도낮음→장르부상
1206,未知,みち,0.065,학술,3.85,N1,학술17회/9문서(z+0.06) 논설·행정25회/10문서(z-0.43); 일반빈도낮음→장르부상
1207,正義,まさよし,0.064,학술,4.55,N1,학술84회/9문서(z+0.06) 논설·행정108회/23문서(z-0.52) 문학4회/2문서(z-2.68)
1208,工作,こうさく,0.062,법률,4.36,N1,법률43회/3문서(z+0.06) 논설·행정66회/19문서(z-0.16)
1209,代わる代わる,かわるがわる,0.061,문학,3.38,N1,문학6회/3문서(z+0.06); 일반빈도낮음→장르부상
1210,発掘,はっくつ,0.06,논설·행정,4.02,N1,논설·행정42회/16문서(z+0.06) 법률6회/2문서(z-0.74)
1211,簡易,かんい,0.057,논설·행정,4.0,N1,논설·행정140회/18문서(z+0.06) 법률55회/7문서(z-0.06) 행정백서9회/6문서(z-1.01)
1212,家計,かけい,0.056,행정백서,3.75,N1,행정백서215회/28문서(z+0.06) 논설·행정295회/23문서(z-0.64) 학술13회/7문서(z-2.18); 일반빈도낮음→장르부상
1213,組み合わせ,くみあわせ,0.054,학술,4.52,N1,학술43회/25문서(z+0.05) 행정백서17회/8문서(z-0.48) 논설·행정55회/18문서(z-0.53)
1214,構想,こうそう,0.053,논설·행정,4.06,N1,논설·행정637회/24문서(z+0.05) 학술31회/15문서(z-1.35) 행정백서4회/3문서(z-2.79)
1215,誘導,ゆうどう,0.053,논설·행정,4.32,N1,논설·행정209회/24문서(z+0.05) 학술28회/10문서(z-0.61)
1216,最早,もはや,0.052,논설·행정,3.33,N1,논설·행정128회/23문서(z+0.05) 학술16회/12문서(z-0.66) 문학10회/2문서(z-1.50); 일반빈도낮음→장르부상
1217,半端,はんぱ,0.05,논설·행정,4.12,N1,논설·행정52회/17문서(z+0.05)
1218,共感,きょうかん,0.049,논설·행정,4.19,N1,논설·행정61회/20문서(z+0.05) 학술10회/5문서(z-0.46)
1219,浮かぶ,うかぶ,0.049,문학,3.95,N1,문학22회/5문서(z+0.05) 논설·행정30회/13문서(z-0.06); 일반빈도낮음→장르부상
1220,衣類,いるい,0.049,행정백서,3.39,N1,행정백서4회/2문서(z+0.05) 문학5회/3문서(z-0.44); 일반빈도낮음→장르부상
1221,寛容,かんよう,0.046,학술,3.59,N1,학술5회/4문서(z+0.05) 논설·행정11회/4문서(z-0.17); 일반빈도낮음→장르부상
1222,手掛ける,てがける,0.043,논설·행정,3.45,N1,논설·행정11회/9문서(z+0.04); 일반빈도낮음→장르부상
1223,限定,げんてい,0.041,논설·행정,5.17,N1,논설·행정575회/24문서(z+0.04) 학술75회/30문서(z-0.64) 행정백서58회/27문서(z-0.69) 법률62회/4문서(z-0.94)
1224,勢力,せいりょく,0.04,학술,4.4,N1,학술32회/13문서(z+0.04) 논설·행정96회/20문서(z+0.03) 문학3회/3문서(z-2.20)
1225,裁く,さばく,0.038,논설·행정,3.19,N1,논설·행정6회/4문서(z+0.04); 일반빈도낮음→장르부상
1226,期末,きまつ,0.037,논설·행정,3.22,N1,논설·행정39회/11문서(z+0.04) 법률7회/2문서(z-0.61); 일반빈도낮음→장르부상
1227,電線,でんせん,0.036,논설·행정,3.56,N1,논설·행정14회/6문서(z+0.04); 일반빈도낮음→장르부상
1228,苛める,いじめる,0.031,논설·행정,2.0,N1,논설·행정8회/6문서(z+0.03); 일반빈도낮음→장르부상
1229,鉱業,こうぎょう,0.028,논설·행정,2.86,N1,논설·행정19회/6문서(z+0.03) 법률3회/2문서(z-0.70); 일반빈도낮음→장르부상
1230,捲る,まくる,0.026,논설·행정,2.31,N1,논설·행정89회/16문서(z+0.03); 일반빈도낮음→장르부상
1231,形態,けいたい,0.022,학술,4.33,N1,학술148회/45문서(z+0.02) 행정백서107회/27문서(z-0.05) 논설·행정240회/23문서(z-0.40) 법률4회/3문서(z-2.63)
1232,治安,ちあん,0.021,논설·행정,4.01,N1,논설·행정128회/18문서(z+0.02) 학술5회/4문서(z-1.55)
1233,気流,きりゅう,0.014,학술,3.14,N1,학술6회/4문서(z+0.01) 논설·행정4회/4문서(z-1.01); 일반빈도낮음→장르부상
1234,付録,ふろく,0.013,논설·행정,3.79,N1,논설·행정23회/9문서(z+0.01); 일반빈도낮음→장르부상
1235,保守,ほしゅ,0.011,논설·행정,4.28,N1,논설·행정71회/20문서(z+0.01) 학술19회/10문서(z-0.14) 행정백서5회/2문서(z-1.00)
1236,率いる,ひきいる,0.011,학술,3.69,N1,학술6회/3문서(z+0.01) 논설·행정14회/9문서(z-0.17); 일반빈도낮음→장르부상
1237,遅れ,おくれ,0.011,논설·행정,4.66,N1,논설·행정170회/21문서(z+0.01) 행정백서18회/10문서(z-0.68) 학술13회/8문서(z-1.07)
1238,原形,げんけい,0.009,논설·행정,2.63,N1,논설·행정23회/10문서(z+0.01); 일반빈도낮음→장르부상
1239,挑戦,ちょうせん,0.008,논설·행정,4.76,N1,논설·행정213회/23문서(z+0.01) 학술9회/8문서(z-1.51) 행정백서5회/4문서(z-1.84)
1240,頻繁,ひんぱん,0.008,논설·행정,4.21,N1,논설·행정60회/19문서(z+0.01) 학술12회/10문서(z-0.36)
1241,裏返し,うらがえし,0.003,논설·행정,3.39,N1,논설·행정9회/7문서(z+0.00); 일반빈도낮음→장르부상
1242,印鑑,いんかん,0.001,논설·행정,3.28,N1,논설·행정7회/5문서(z+0.00); 일반빈도낮음→장르부상
1243,砂利,じゃり,0.001,논설·행정,3.28,N1,논설·행정7회/3문서(z+0.00); 일반빈도낮음→장르부상
1244,興業,こうぎょう,-0.001,학술,2.94,N1,학술6회/3문서(z-0.00); 일반빈도낮음→장르부상
1245,農地,のうち,-0.001,논설·행정,3.57,N1,논설·행정1070회/24문서(z-0.00) 법률6회/2문서(z-2.97) 학술5회/4문서(z-3.14); 일반빈도낮음→장르부상
1246,遺跡,いせき,-0.001,학술,4.15,N1,학술17회/4문서(z-0.00) 논설·행정15회/4문서(z-0.84)
1247,誠実,せいじつ,-0.002,논설·행정,3.89,N1,논설·행정218회/24문서(z-0.00) 학술16회/4문서(z-1.11) 법률10회/6문서(z-1.56); 일반빈도낮음→장르부상
1248,継ぐ,つぐ,-0.003,논설·행정,3.48,N1,논설·행정11회/8문서(z-0.00) 문학6회/2문서(z-0.11); 일반빈도낮음→장르부상
1249,天体,てんたい,-0.004,학술,3.53,N1,학술73회/9문서(z-0.00) 논설·행정3회/3문서(z-2.91); 일반빈도낮음→장르부상
1250,逞しい,たくましい,-0.008,논설·행정,2.87,N1,논설·행정6회/4문서(z-0.01) 문학3회/2문서(z-0.18); 일반빈도낮음→장르부상
1251,巻,まき,-0.011,학술,4.97,N1,학술111회/32문서(z-0.01) 문학8회/6문서(z-2.45) 논설·행정6회/2문서(z-2.74)
1252,南,みなみ,-0.015,논설·행정,4.87,N1,논설·행정265회/24문서(z-0.02) 행정백서7회/2문서(z-1.77) 학술8회/5문서(z-1.78) 문학12회/4문서(z-1.98)
1253,無口,むくち,-0.015,문학,3.49,N1,문학7회/2문서(z-0.02); 일반빈도낮음→장르부상
1254,女史,じょし,-0.016,논설·행정,3.05,N1,논설·행정4회/3문서(z-0.02); 일반빈도낮음→장르부상
1255,雛,ひな,-0.016,논설·행정,3.7,N1,논설·행정45회/12문서(z-0.02); 일반빈도낮음→장르부상
1256,蜜,みつ,-0.019,논설·행정,3.84,N1,논설·행정27회/11문서(z-0.02); 일반빈도낮음→장르부상
1257,盾,たて,-0.023,논설·행정,4.18,N1,논설·행정69회/19문서(z-0.02)
1258,重,じゅう,-0.023,논설·행정,4.94,N1,논설·행정308회/23문서(z-0.02) 학술55회/26문서(z-0.48) 행정백서9회/6문서(z-1.70) 법률4회/2문서(z-2.42) 문학6회/3문서(z-2.61)
1259,生計,せいけい,-0.026,법률,3.43,N1,법률30회/5문서(z-0.03) 논설·행정48회/17문서(z-0.22) 행정백서4회/3문서(z-1.13); 일반빈도낮음→장르부상
1260,既婚,きこん,-0.027,행정백서,3.73,N1,행정백서5회/2문서(z-0.03) 논설·행정8회/6문서(z-0.61); 일반빈도낮음→장르부상
1261,脆い,もろい,-0.029,문학,3.13,N1,문학3회/2문서(z-0.03); 일반빈도낮음→장르부상
1262,宿命,しゅくめい,-0.031,논설·행정,3.57,N1,논설·행정13회/5문서(z-0.03); 일반빈도낮음→장르부상
1263,痒い,かゆい,-0.031,논설·행정,3.1,N1,논설·행정8회/6문서(z-0.03); 일반빈도낮음→장르부상
1264,軍艦,ぐんかん,-0.031,논설·행정,3.57,N1,논설·행정13회/5문서(z-0.03); 일반빈도낮음→장르부상
1265,軽率,けいそつ,-0.031,논설·행정,3.36,N1,논설·행정8회/5문서(z-0.03); 일반빈도낮음→장르부상
1266,肉親,にくしん,-0.041,논설·행정,2.94,N1,논설·행정3회/3문서(z-0.04); 일반빈도낮음→장르부상
1267,麻痺,まひ,-0.041,논설·행정,3.91,N1,논설·행정28회/11문서(z-0.04) 문학3회/3문서(z-1.36); 일반빈도낮음→장르부상
1268,応募,おうぼ,-0.044,논설·행정,4.49,N1,논설·행정106회/17문서(z-0.04) 학술3회/2문서(z-1.86)
1269,子息,しそく,-0.046,논설·행정,3.29,N1,논설·행정8회/4문서(z-0.05); 일반빈도낮음→장르부상
1270,他方,たほう,-0.047,논설·행정,3.48,N1,논설·행정676회/24문서(z-0.05) 행정백서95회/39문서(z-0.53) 학술55회/32문서(z-1.08); 일반빈도낮음→장르부상
1271,裾,すそ,-0.05,문학,3.51,N1,문학7회/2문서(z-0.05); 일반빈도낮음→장르부상
1272,身体,しんたい,-0.05,논설·행정,4.78,N1,논설·행정205회/19문서(z-0.05) 법률89회/7문서(z-0.10) 학술33회/15문서(z-0.58) 문학22회/4문서(z-1.37)
1273,無礼,ぶれい,-0.052,논설·행정,3.38,N1,논설·행정12회/9문서(z-0.05); 일반빈도낮음→장르부상
1274,主催,しゅさい,-0.053,논설·행정,4.42,N1,논설·행정89회/23문서(z-0.05) 학술6회/3문서(z-1.23)
1275,出直し,でなおし,-0.055,논설·행정,3.25,N1,논설·행정6회/3문서(z-0.06); 일반빈도낮음→장르부상
1276,沸騰,ふっとう,-0.056,학술,3.65,N1,학술5회/3문서(z-0.06) 논설·행정8회/7문서(z-0.48); 일반빈도낮음→장르부상
1277,錯覚,さっかく,-0.056,학술,3.65,N1,학술5회/4문서(z-0.06) 논설·행정5회/5문서(z-0.80); 일반빈도낮음→장르부상
1278,着陸,ちゃくりく,-0.059,논설·행정,3.98,N1,논설·행정32회/13문서(z-0.06) 학술3회/2문서(z-0.99); 일반빈도낮음→장르부상
1279,崩壊,ほうかい,-0.06,논설·행정,4.58,N1,논설·행정230회/24문서(z-0.06) 학술31회/21문서(z-0.73) 행정백서12회/8문서(z-1.30) 법률3회/2문서(z-2.46)
1280,巧妙,こうみょう,-0.061,논설·행정,3.59,N1,논설·행정13회/9문서(z-0.06); 일반빈도낮음→장르부상
1281,同級,どうきゅう,-0.063,논설·행정,2.66,N1,논설·행정17회/9문서(z-0.06) 문학8회/3문서(z-0.29); 일반빈도낮음→장르부상
1282,防火,ぼうか,-0.065,논설·행정,3.11,N1,논설·행정20회/9문서(z-0.07); 일반빈도낮음→장르부상
1283,大概,たいがい,-0.069,문학,3.63,N1,문학9회/3문서(z-0.07) 논설·행정4회/4문서(z-0.92); 일반빈도낮음→장르부상
1284,始め,はじめ,-0.069,논설·행정,5.35,N1,논설·행정740회/24문서(z-0.07) 행정백서67회/27문서(z-0.89) 학술58회/32문서(z-1.13) 문학42회/6문서(z-1.87)
1285,言い訳,いいわけ,-0.071,논설·행정,4.23,N1,논설·행정56회/18문서(z-0.07) 문학6회/3문서(z-1.40)
1286,助,すけ,-0.073,논설·행정,4.31,N1,논설·행정67회/18문서(z-0.07) 학술5회/5문서(z-1.17)
1287,白状,はくじょう,-0.073,문학,3.05,N1,문학4회/2문서(z-0.07); 일반빈도낮음→장르부상
1288,近郊,きんこう,-0.074,행정백서,3.66,N1,행정백서4회/2문서(z-0.07) 논설·행정12회/8문서(z-0.22); 일반빈도낮음→장르부상
1289,解く,とく,-0.075,학술,3.76,N1,학술51회/20문서(z-0.08) 논설·행정22회/12문서(z-1.39) 문학14회/5문서(z-1.52); 일반빈도낮음→장르부상
1290,斜面,しゃめん,-0.078,논설·행정,3.49,N1,논설·행정24회/10문서(z-0.08); 일반빈도낮음→장르부상
1291,物資,ぶっし,-0.078,논설·행정,3.89,N1,논설·행정145회/22문서(z-0.08) 행정백서4회/3문서(z-1.81); 일반빈도낮음→장르부상
1292,干渉,かんしょう,-0.083,학술,4.01,N1,학술11회/6문서(z-0.08) 논설·행정15회/7문서(z-0.62)
1293,洒落,しゃれ,-0.084,문학,3.53,N1,문학7회/2문서(z-0.08); 일반빈도낮음→장르부상
1294,丸で,まるで,-0.085,문학,4.83,N1,문학139회/6문서(z-0.08) 논설·행정54회/20문서(z-1.03)
1295,出血,しゅっけつ,-0.088,논설·행정,3.94,N1,논설·행정28회/10문서(z-0.09) 문학3회/2문서(z-1.41); 일반빈도낮음→장르부상
1296,死刑,しけい,-0.089,논설·행정,4.32,N1,논설·행정67회/6문서(z-0.09) 법률29회/2문서(z-0.14) 학술6회/4문서(z-1.06)
1297,回路,かいろ,-0.09,학술,4.17,N1,학술52회/12문서(z-0.09) 행정백서3회/2문서(z-2.10) 논설·행정6회/5문서(z-2.30)
1298,辞退,じたい,-0.09,논설·행정,3.67,N1,논설·행정15회/6문서(z-0.09) 문학3회/2문서(z-0.95); 일반빈도낮음→장르부상
1299,弾く,ひく,-0.093,문학,3.69,N1,문학10회/4문서(z-0.09) 논설·행정13회/10문서(z-0.22); 일반빈도낮음→장르부상
1300,鮮やか,あざやか,-0.093,문학,3.69,N1,문학10회/3문서(z-0.09); 일반빈도낮음→장르부상
1301,噴出,ふんしゅつ,-0.097,논설·행정,3.54,N1,논설·행정11회/8문서(z-0.10) 학술3회/3문서(z-0.25); 일반빈도낮음→장르부상
1302,共学,きょうがく,-0.103,논설·행정,2.98,N1,논설·행정3회/2문서(z-0.10); 일반빈도낮음→장르부상
1303,逆立ち,さかだち,-0.103,논설·행정,2.98,N1,논설·행정3회/2문서(z-0.10); 일반빈도낮음→장르부상
1304,筈,はず,-0.11,논설·행정,4.03,N1,논설·행정681회/24문서(z-0.11) 문학80회/8문서(z-1.37) 학술38회/24문서(z-1.43) 행정백서7회/5문서(z-2.60)
1305,操縦,そうじゅう,-0.112,논설·행정,4.2,N1,논설·행정49회/12문서(z-0.11)
1306,終始,しゅうし,-0.113,논설·행정,3.81,N1,논설·행정20회/12문서(z-0.11); 일반빈도낮음→장르부상
1307,感触,かんしょく,-0.12,논설·행정,3.66,N1,논설·행정14회/8문서(z-0.12); 일반빈도낮음→장르부상
1308,時折,ときおり,-0.124,학술,3.69,N1,학술5회/3문서(z-0.12) 논설·행정4회/2문서(z-1.02); 일반빈도낮음→장르부상
